,University Admission year,Gender,Age,H.S.C passing year,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems?,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?
145,2022,Male,21,2020,2,Yes,Yes,7,2,Online,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,3,Software,Single,Yes,Family,No,6.7,No,7.875,11,30000
146,2018,Male,23,2017,13,No,No,2,1,Offline,Yes,Yes,1,Basic,75,Yes,Yes,Yes,Programming,3,Software,Single,No,Bachelor,No,6.7,No,7.875,136,35000
147,2020,Female,23,2020,8,Yes,No,6,3,Offline,Yes,Yes,6,Intermediate,100,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,6.7,No,7.875,88,62488
148,2017,Female,25,2015,8,No,No,2,2,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Married,No,Family,No,6.7,No,7.875,88,60000
149,2022,Female,20,2020,2,No,Yes,4,3,Offline,Yes,No,2,Intermediate,88,No,No,Yes,Programming,3,Software,Single,No,Bachelor,No,6.7,No,7.875,11,60000
150,2021,Male,21,2020,4,Yes,Yes,2,2,Offline,Yes,Yes,2,Advance,80,No,No,Yes,Programming,2,Software,Relationship,Yes,Family,No,6.7,No,7.875,36,50000
151,2015,Female,26,2014,22,No,Yes,2,2,Online,Yes,Yes,3,Intermediate,80,Yes,Yes,No,Software Development,2,Software,Married,Yes,Family,Yes,6.7,No,7.875,77,30000
152,2019,Male,23,2018,11,No,Yes,5,5,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,8.225,No,8.075,114,28000
153,2019,Female,22,2018,11,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,100,No,No,Yes,Others,3,Machine Learning,Single,Yes,Family,No,6.7,No,7.875,126,60000
154,2017,Male,23,2017,12,No,No,2,2,Offline,Yes,Yes,1,Advance,100,Yes,No,Yes,Networking,3,Software,Single,No,Bachelor,No,6.7,No,7.875,136,90000
155,2017,Male,24,2017,15,No,No,3,2,Online,Yes,Yes,3,Advance,80,Yes,No,Yes,Web development,4,Software,Single,No,Bachelor,No,6.7,No,7.875,113,200000
156,2020,Female,21,2019,8,No,No,4,2,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Web development,1,Software,Single,Yes,Family,No,6.7,No,7.875,88,50000
157,2019,Female,22,2018,9,No,Yes,3,1,Offline,Yes,Yes,5,Basic,80,Yes,No,No,Programming,3,Software,Married,No,Bachelor,Yes,5.0,No,5.550000000000001,77,4000
158,2022,Male,19,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,6.7,No,7.875,11,40000
159,2019,Female,21,2018,10,No,No,5,1,Offline,Yes,Yes,3,Intermediate,80,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,Yes,8.25,No,8.100000000000001,105,80000
160,2019,Male,23,2017,10,No,Yes,3,2,Online,Yes,Yes,2,Basic,90,No,No,Yes,Software Development,3,Software,Single,No,Bachelor,Yes,6.7,No,7.875,113,35000
161,2019,Male,21,2018,9,No,No,1,1,Online,Yes,Yes,12,Intermediate,90,No,No,Yes,Web development,6,Software,Single,No,Bachelor,No,7.5249999999999995,No,6.8999999999999995,79,65000
162,2018,Male,23,2017,12,No,No,4,1,Offline,Yes,Yes,2,Intermediate,97,No,No,Yes,Web development,4,Software,Single,No,Bachelor,No,6.7,No,7.875,136,20000
163,2019,Male,22,2018,9,No,No,3,2,Offline,Yes,Yes,3,Basic,95,No,No,Yes,Web development,2,Data Science,Single,No,Bachelor,No,8.0,No,8.25,103,40000
164,2018,Female,23,2017,12,No,No,3,2,Online,Yes,Yes,2,Advance,80,Yes,No,Yes,Programming,2,Software,Single,Yes,Family,No,6.7,No,7.875,136,100000
165,2022,Female,20,2020,2,Yes,No,4,1,Offline,Yes,Yes,6,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,6.7,No,7.875,11,50000
166,2018,Male,25,2015,12,Yes,No,1,3,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development,1,Software,Single,No,Bachelor,No,6.7,No,7.875,136,20000
167,2022,Male,20,2020,2,Yes,Yes,3,2,Offline,Yes,Yes,4,Intermediate,90,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,6.7,No,7.875,11,30000
168,2020,Female,23,2018,7,No,Yes,3,2,Offline,Yes,Yes,4,Basic,40,Yes,Yes,Yes,Web development,2,Software,Married,Yes,Family,No,6.0,No,6.0,70,60000
169,2020,Male,23,2018,8,No,No,4,2,Online,Yes,Yes,2,Intermediate,90,No,No,No,Web development,1,Machine Learning,Single,Yes,Bachelor,No,6.7,No,7.875,88,50000
170,2021,Male,22,2020,4,Yes,Yes,4,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Web development,2,Software,Single,Yes,Family,No,5.4,No,6.875,35,40000
171,2019,Male,22,2018,9,Yes,No,8,3,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,2,Software,Single,No,Bachelor,No,6.7,No,7.875,100,40000
172,2020,Male,23,2018,8,Yes,Yes,5,3,Offline,No,Yes,2,Intermediate,5,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,6.7,No,7.875,88,12000
173,2021,Male,21,2020,5,No,No,5,3,Offline,No,Yes,2,Intermediate,97,Yes,No,Yes,Software Development,4,Software,Single,No,Bachelor,No,0.0,No,5.775,46,50000
174,2021,Female,20,2020,5,No,Yes,2,3,Offline,Yes,Yes,3,Basic,80,No,No,No,Programming,3,Software,Single,No,Family,Yes,4.375,Yes,6.2749999999999995,50,50000
175,2020,Female,22,2019,8,No,No,4,2,Offline,Yes,No,4,Intermediate,90,No,No,Yes,Web development,2,Machine Learning,Single,No,Family,No,6.7,No,7.875,88,10000
176,2020,Male,22,2018,8,No,No,2,2,Offline,Yes,Yes,4,Intermediate,90,Yes,No,No,None,0,Artificial Intelligence,Single,No,Bachelor,No,6.7,No,7.875,88,50000
177,2022,Female,22,2019,2,Yes,No,3,2,Online,Yes,Yes,0,Basic,92,No,Yes,Yes,None,3,Others,Single,No,Family,No,6.7,No,7.875,11,100000
178,2019,Female,21,2018,8,No,No,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,No,Networking,1,Artificial Intelligence,Single,Yes,Bachelor,Yes,6.7,No,7.875,88,30000
179,2020,Female,21,2019,8,Yes,Yes,2,1,Offline,Yes,Yes,4,Basic,88,No,No,No,Programming,3,Software,Single,No,Family,No,6.7,No,7.875,88,40000
180,2022,Male,19,2020,1,Yes,Yes,1,1,Offline,Yes,Yes,6,Intermediate,95,No,No,No,Programming,1,Software,Single,Yes,Family,No,6.7,No,7.875,0,50000
181,2020,Female,20,2018,8,No,No,3,2,Offline,Yes,Yes,2,Advance,98,No,No,Yes,Programming,2,Hardware,Single,No,Family,No,6.5,No,7.025,75,500000
182,2021,Male,20,2020,4,Yes,No,7,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,Web development,9,NETWORKING,Relationship,No,Bachelor,No,8.325,No,8.75,33,40000
183,2021,Male,24,2017,4,No,No,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,2,Software,Relationship,Yes,Bachelor,No,10.0,No,9.8,34,40000
184,2021,Male,22,2020,2,Yes,Yes,6,3,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Cyber security,3,NETWORKING,Single,Yes,Family,No,8.125,No,8.125,11,30000
185,2019,Male,22,2018,11,Yes,No,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Cyber security,2,Software,Single,Yes,Family,No,8.65,No,7.75,102,40000
186,2022,Male,19,2020,2,Yes,No,1,2,Offline,Yes,Yes,2,Intermediate,85,No,No,No,Programming,1,Software,Single,No,Bachelor,No,9.325,No,9.325,11,20000
187,2014,Male,26,2014,22,No,Yes,3,2,Online,Yes,Yes,1,Basic,100,Yes,No,Yes,Cyber security,5,NETWORKING,Single,No,Family,No,5.0,No,5.0,80,25000
188,2019,Male,25,2017,11,Yes,Yes,2,1,Offline,Yes,Yes,5,Intermediate,80,No,No,Yes,None,2,Software,Single,Yes,Bachelor,No,9.45,No,8.9,132,20000
189,2017,Male,24,2015,15,Yes,Yes,6,4,Offline,Yes,Yes,1,Intermediate,100,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,8.55,No,7.55,136,50000
190,2018,Female,21,2017,14,No,No,4,5,Online,Yes,Yes,5,Advance,95,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,8.75,No,8.0,122,15000
191,2022,Male,21,2020,2,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,90,No,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,8.149999999999999,No,8.149999999999999,11,22000
192,2022,Female,21,2020,2,Yes,Yes,2,2,Offline,Yes,Yes,2,Basic,70,Yes,No,No,Cyber security,1,Artificial Intelligence,Single,No,Family,No,9.75,No,9.5,12,25000
193,2019,Female,21,2018,9,Yes,Yes,2,1,Online,Yes,Yes,5,Intermediate,95,No,No,No,Programming,1,Software,Single,No,Family,No,9.25,No,9.200000000000001,105,50000
194,2019,Female,22,2018,11,No,No,3,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,Web development,2,Software,Single,No,Bachelor,No,9.549999999999999,No,9.125,78,30000
195,2019,Female,21,2018,11,Yes,No,5,2,Offline,Yes,Yes,5,Advance,99,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,9.625,No,9.3,126,100000
196,2016,Male,24,2016,18,No,Yes,2,2,Offline,Yes,Yes,3,Advance,95,Yes,No,Yes,Programming,3,Software,Married,Yes,Bachelor,No,7.75,No,7.1,133,20000
197,2022,Female,20,2020,2,Yes,No,2,2,Online,Yes,No,6,Intermediate,90,No,No,Yes,Networking,0,Software,Single,No,Bachelor,No,6.675,No,6.675,12,35000
198,2019,Female,23,2017,9,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,80,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,9.549999999999999,No,9.0,84,30000
199,2022,Male,20,2020,2,Yes,Yes,4,3,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,2,Software,Single,Yes,Family,No,9.3,No,9.3,11,40000
200,2019,Female,21,2018,10,No,Yes,2,1,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Family,No,8.774999999999999,No,8.9,125,40000
201,2020,Male,22,2018,8,No,No,8,7,Online,Yes,No,4,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,Yes,8.7,No,8.375,75,40000
202,2019,Male,22,2018,11,No,No,3,2,Offline,Yes,Yes,20,Basic,90,No,No,Yes,Software Development,1,Machine Learning,Single,No,Bachelor,No,6.625,No,7.4750000000000005,121,50000
203,2019,Male,22,2018,11,No,Yes,6,3,Online,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,5,Software,Relationship,Yes,Bachelor,No,9.3,No,8.55,131,62488
204,2021,Male,23,2018,2,Yes,No,3,2,Online,Yes,No,3,Basic,85,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,No,4.9,No,4.9,11,62488
205,2019,Female,23,2017,10,Yes,Yes,2,2,Offline,Yes,Yes,1,Advance,95,No,No,Yes,Networking,2,NETWORKING,Married,Yes,Family,No,8.45,No,9.0,120,50000
206,2018,Male,23,2017,14,No,Yes,7,2,Online,Yes,Yes,2,Intermediate,80,Yes,No,No,Web development,2,Software,Relationship,Yes,Family,No,7.0,No,7.0,130,18000
207,2019,Female,21,2018,9,No,No,5,2,Online,Yes,Yes,4,Intermediate,100,No,No,Yes,Web development,2,Web Development,Single,No,Family,Yes,8.4,No,8.975,100,40000
208,2020,Male,22,2028,8,No,No,2,2,Offline,Yes,Yes,4,Intermediate,85,No,No,Yes,Software Development,1,Software,Single,No,Bachelor,No,8.325,No,7.75,80,62488
209,2017,Male,25,2016,15,No,No,1,1,Online,Yes,Yes,2,Intermediate,90,Yes,No,Yes,Others,2,Hardware,Single,Yes,Family,Yes,5.2749999999999995,Yes,6.35,126,80000
210,2021,Male,21,2020,4,No,No,1,1,Offline,Yes,Yes,6,Basic,52,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,7.075,No,7.625,37,20000
211,2021,Male,21,2019,4,Yes,Yes,3,2,Online,Yes,Yes,4,Intermediate,88,Yes,No,No,Programming,2,Software,Single,Yes,Family,No,5.5,No,5.5,30,62488
212,2019,Male,23,2018,11,No,Yes,6,3,Offline,Yes,Yes,6,Intermediate,98,No,No,Yes,Web development,3,Software,Single,Yes,Family,No,8.0,No,8.05,110,50000
213,2019,Male,26,2014,10,No,No,4,2,Offline,Yes,Yes,1,Intermediate,70,Yes,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,7.025,No,8.0,104,12000
214,2022,Male,20,2020,2,No,No,5,3,Offline,No,Yes,2,Basic,100,No,No,No,Programming,5,Software,Single,Yes,Bachelor,No,8.7,No,8.7,11,20000
215,2022,Female,20,2020,2,Yes,No,5,1,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Programming,5,Software,Single,No,Family,Yes,10.0,No,0.0,11,50000
216,2022,Male,20,2020,1,Yes,Yes,2,7,Offline,Yes,Yes,6,Basic,100,Yes,No,No,Web development,4,Software,Single,No,Family,No,10.0,No,10.0,14,62488
217,2019,Male,23,2017,9,Yes,Yes,4,2,Offline,Yes,Yes,6,Intermediate,90,No,No,No,Web development,1,Machine Learning,Single,No,Bachelor,No,9.25,No,8.75,89,50000
218,2022,Male,20,2020,1,Yes,Yes,3,1,Offline,Yes,No,6,Basic,100,No,No,Yes,Programming,0,Software,Relationship,Yes,Family,No,0.0,No,0.0,11,25000
219,2022,Female,21,2019,2,Yes,Yes,4,3,Offline,Yes,Yes,5,Intermediate,90,No,No,No,Software Development,3,Software,Single,No,Family,No,9.200000000000001,No,0.0,11,25000
220,2022,Male,21,2020,1,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,8.25,No,8.25,11,50000
221,2018,Male,22,2016,12,No,No,4,2,Online,Yes,Yes,2,Intermediate,88,No,No,Yes,Cyber security,6,Hardware,Single,Yes,Bachelor,No,9.625,No,7.75,115,62488
222,2019,Male,21,2018,11,Yes,No,2,2,Online,Yes,Yes,3,Intermediate,90,No,No,Yes,Web development,5,Software,Single,No,Bachelor,No,10.0,No,9.45,120,50000
223,2018,Female,24,2018,12,No,No,4,2,Offline,Yes,Yes,1,Intermediate,97,No,No,No,Web development,2,Machine Learning,Single,Yes,Family,No,7.45,No,7.275,136,20000
224,2020,Female,22,2018,8,Yes,Yes,5,3,Offline,Yes,Yes,15,Advance,100,No,No,No,Web development,4,Hardware,Single,Yes,Family,No,9.1,No,9.375,88,34000
225,2022,Female,19,2020,2,Yes,No,6,5,Offline,Yes,Yes,1,Intermediate,95,No,No,No,Programming,2,Software,Single,No,Bachelor,No,8.9,No,8.95,11,10000
226,2019,Male,23,2018,11,No,Yes,1,1,Offline,Yes,Yes,2,Advance,65,No,No,Yes,Others,1,Hardware,Relationship,No,Family,No,4.2,No,7.75,120,30000
227,2022,Male,20,2020,2,No,Yes,3,3,Online,Yes,Yes,5,Basic,80,No,No,No,Programming,2,NETWORKING,Single,No,Bachelor,No,6.35,No,6.35,11,40000
228,2022,Male,20,2020,2,No,No,7,3,Offline,Yes,Yes,1,Basic,95,No,No,No,Programming,1,Software,Single,No,Bachelor,No,9.75,No,9.75,11,50000
229,2019,Female,22,2019,9,Yes,Yes,6,3,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Networking,1,NETWORKING,Single,No,Family,No,9.6,No,9.425,99,60000
230,2019,Male,22,2018,10,Yes,Yes,1,2,Offline,Yes,Yes,1,Intermediate,70,No,No,Yes,Web development,6,Software,Single,Yes,Bachelor,Yes,9.200000000000001,No,8.475,117,16000
231,2018,Female,23,2016,9,Yes,Yes,2,1,Offline,Yes,Yes,2,Advance,95,No,No,No,Web development,2,Machine Learning,Single,No,Family,No,7.8500000000000005,No,7.8500000000000005,101,40000
232,2019,Male,23,2018,11,No,No,4,2,Offline,Yes,Yes,4,Intermediate,95,No,No,Yes,Programming,1,NETWORKING,Single,No,Bachelor,No,9.225,No,8.075,125,30000
233,2017,Male,26,2014,17,No,No,3,2,Online,Yes,Yes,1,Intermediate,95,No,No,Yes,Web development,6,Software,Single,No,Bachelor,No,6.825,No,7.7,110,25000
234,2019,Male,24,2018,11,No,No,2,2,Online,Yes,Yes,1,Intermediate,80,No,No,No,Web development,4,Software,Single,No,Bachelor,No,8.7,No,7.5,123,62488
235,2022,Male,20,2020,2,Yes,Yes,5,2,Online,Yes,Yes,12,Intermediate,75,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,6.5249999999999995,No,6.5249999999999995,11,40000
236,2022,Female,19,2020,1,No,No,7,2,Offline,Yes,Yes,2,Intermediate,100,No,No,Yes,Web development,2,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,70000
237,2018,Male,23,2018,12,No,No,1,1,Offline,Yes,Yes,2,Intermediate,88,Yes,No,Yes,Web development,1,Software,Single,Yes,Bachelor,No,7.0,No,6.7,84,50000
238,2020,Male,23,2019,7,No,No,1,3,Offline,Yes,Yes,1,Basic,90,Yes,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.8,No,5.375,70,36000
239,2020,Male,22,2019,8,No,No,2,1,Offline,Yes,Yes,3,Intermediate,85,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,7.800000000000001,No,7.7,83,30000
240,2018,Male,24,2017,12,No,No,5,2,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Networking,3,NETWORKING,Relationship,No,Family,No,9.200000000000001,No,8.325,118,20000
241,2019,Male,24,2018,11,Yes,No,4,2,Online,Yes,No,1,Intermediate,85,Yes,Yes,Yes,Others,1,NETWORKING,Single,No,Family,No,5.625,No,6.6000000000000005,103,20000
242,2019,Male,22,2018,11,Yes,No,1,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,1,Software,Relationship,No,Family,No,8.75,No,8.575000000000001,126,100000
243,2022,Female,20,2020,1,Yes,Yes,6,2,Offline,No,No,1,Basic,100,No,No,Yes,Programming,3,Software,Single,No,Family,No,0.0,No,0.0,0,50000
244,2020,Male,19,2019,8,Yes,No,2,1,Online,Yes,Yes,1,Basic,90,No,No,No,Web development,2,Software,Single,No,Bachelor,No,8.4,No,9.3,88,20000
245,2022,Male,20,2020,2,Yes,No,1,1,Offline,Yes,Yes,4,Intermediate,99,No,No,No,Programming,2,Software,Single,No,Family,No,9.575,No,9.575,11,35000
246,2019,Male,22,2018,10,No,Yes,4,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,4,Software,Single,No,Family,No,4.95,No,7.45,104,25000
247,2021,Female,19,2020,2,No,Yes,3,2,Offline,Yes,Yes,2,Intermediate,98,No,No,No,Programming,2,Software,Single,No,Family,Yes,8.425,Yes,8.425,11,62488
248,2022,Male,21,2021,1,Yes,Yes,3,2,Online,Yes,Yes,3,Advance,88,No,No,Yes,Networking,1,Software,Single,Yes,Family,No,7.875,No,7.875,11,62488
249,2022,Male,19,2020,1,Yes,No,5,3,Offline,Yes,No,3,Basic,88,No,No,No,Programming,2,Software,Single,No,Family,No,0.0,No,0.0,0,30000
250,2022,Male,20,2021,1,Yes,Yes,1,1,Offline,Yes,Yes,1,Intermediate,100,No,No,No,Networking,2,Software,Single,Yes,Family,No,0.0,No,0.0,0,150000
251,2022,Female,20,2020,1,Yes,No,4,2,Offline,Yes,Yes,3,Intermediate,98,No,No,Yes,Networking,2,NETWORKING,Single,Yes,Family,No,0.0,No,0.0,0,50000
252,2017,Female,23,2016,14,No,No,3,2,Online,Yes,Yes,3,Basic,90,No,No,Yes,Software Development,2,Software,Married,No,Family,No,6.975,No,7.1,133,30000
253,2021,Male,21,2019,3,Yes,No,5,3,Offline,Yes,Yes,2,Intermediate,95,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,8.8,No,9.125,23,62488
254,2021,Male,21,2020,3,Yes,Yes,1,2,Online,Yes,Yes,2,Intermediate,90,No,No,Yes,Web development,1,Hardware,Single,No,Family,No,9.625,No,9.475,35,35000
255,2019,Female,23,2018,11,Yes,No,4,2,Online,Yes,Yes,5,Advance,70,Yes,No,No,Cyber security,2,UI/UX,Married,Yes,Bachelor,Yes,7.5249999999999995,No,7.2250000000000005,120,90000
256,2021,Female,20,2020,3,Yes,No,3,2,Offline,Yes,Yes,2,Advance,90,No,No,Yes,Programming,3,NETWORKING,Relationship,No,Family,No,7.95,No,7.95,24,80000
257,2021,Male,19,2020,3,Yes,Yes,5,2,Offline,Yes,Yes,5,Intermediate,100,No,No,Yes,Web development,3,Software,Single,Yes,Bachelor,No,9.3,No,9.725,26,60000
258,2021,Female,21,2020,5,Yes,Yes,3,2,Online,Yes,No,10,Intermediate,70,No,No,Yes,Programming,3,Software,Single,No,Family,Yes,7.0,No,7.25,40,500000
259,2021,Male,21,2020,3,Yes,No,2,2,Online,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,No,Family,No,8.55,No,8.9,23,50000
260,2021,Male,20,2020,4,Yes,No,3,2,Offline,Yes,Yes,3,Basic,85,No,No,No,Programming,2,Software,Single,No,Bachelor,No,6.2250000000000005,No,7.574999999999999,25,40000
261,2021,Female,19,2020,3,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,95,No,No,Yes,Programming,1,Software,Single,No,Family,No,6.7,No,7.875,23,100000
262,2021,Female,22,2017,5,Yes,Yes,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,Yes,Programming,1,Software,Single,No,Family,Yes,9.65,No,9.175,49,20000
263,2022,Male,20,2020,1,Yes,Yes,3,1,Offline,Yes,Yes,1,Advance,100,No,No,Yes,Programming,1,Software,Single,No,Family,No,0.0,No,0.0,0,30000
264,2021,Male,21,2020,5,Yes,Yes,6,3,Online,Yes,Yes,2,Intermediate,90,No,No,No,Programming,3,Software,Single,Yes,Family,No,9.549999999999999,No,9.25,55,50000
265,2021,Male,21,2019,3,Yes,No,2,1,Online,Yes,Yes,2,Intermediate,75,No,No,Yes,Programming,1,Software,Single,No,Family,No,8.95,No,7.75,23,40000
266,2021,Male,21,2020,5,No,No,5,2,Offline,Yes,Yes,2,Intermediate,98,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,6.425,No,7.0,45,30000
267,2021,Male,22,2020,3,Yes,No,5,2,Offline,Yes,Yes,2,Advance,95,No,No,Yes,Others,3,Software,Single,Yes,Bachelor,Yes,9.65,No,9.8,23,40000
268,2022,Male,22,2019,2,No,No,3,1,Offline,Yes,Yes,3,Intermediate,80,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,10.0,No,10.0,11,40000
269,2022,Female,20,2021,1,Yes,Yes,1,2,Offline,Yes,Yes,7,Intermediate,80,No,No,No,None,0,Artificial Intelligence,Single,Yes,Family,No,0.0,No,0.0,0,60000
270,2020,Male,23,2018,6,No,No,1,2,Online,Yes,Yes,2,Intermediate,90,Yes,No,No,Programming,1,Software,Single,Yes,Bachelor,No,7.75,No,8.5,65,40000
271,2022,Female,21,2020,1,No,No,6,3,Offline,Yes,Yes,4,Advance,100,No,No,Yes,Programming,3,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,40000
272,2021,Male,20,2020,3,Yes,No,1,2,Offline,Yes,Yes,1,Basic,95,No,No,Yes,Programming,2,Software,Single,No,Family,Yes,9.200000000000001,No,9.125,24,45000
273,2022,Female,21,2020,2,Yes,Yes,7,2,Offline,Yes,Yes,3,Basic,2,No,No,Yes,Programming,0,Software,Single,No,Family,No,8.5,No,8.5,11,40000
274,2022,Male,19,2020,1,Yes,No,8,2,Offline,Yes,Yes,2,Basic,100,No,No,Yes,Others,1,Software,Single,Yes,Bachelor,No,0.0,No,0.0,0,10000
275,2021,Male,20,2020,3,Yes,Yes,3,2,Offline,Yes,Yes,2,Advance,70,No,No,Yes,Programming,3,Software,Single,No,Family,Yes,6.125,No,7.375,25,50000
276,2015,Female,25,2015,14,No,Yes,2,1,Offline,Yes,Yes,3,Intermediate,80,Yes,No,Yes,Software Development,1,Software,Married,No,Family,No,6.0,No,7.2250000000000005,130,62488
277,2021,Female,20,2020,3,Yes,Yes,4,3,Offline,Yes,Yes,1,Intermediate,99,No,No,Yes,Programming,3,Software,Married,Yes,Family,No,8.675,No,8.0,23,50000
278,2019,Male,21,2018,11,No,Yes,2,1,Offline,Yes,Yes,1,Intermediate,87,No,No,No,Web development,1,Software,Single,No,Bachelor,No,6.324999999999999,No,7.625,115,37000
279,2021,Female,23,2019,3,Yes,Yes,1,1,Offline,Yes,No,3,Basic,50,Yes,No,Yes,Others,1,Software,Single,Yes,Family,Yes,6.4,No,6.800000000000001,26,45000
280,2022,Female,19,2020,1,No,No,4,2,Offline,Yes,Yes,3,Intermediate,100,No,No,No,None,1,Software,Single,Yes,Family,No,0.0,No,0.0,0,100000
281,2020,Male,20,2019,7,No,No,2,1,Online,Yes,Yes,1,Basic,80,Yes,No,No,None,1,Hardware,Single,Yes,Family,No,5.8999999999999995,No,6.4,65,35000
282,2022,Female,20,2020,1,No,No,2,1,Offline,No,Yes,1,Basic,100,No,No,Yes,None,1,Cyber Security,Married,Yes,Bachelor,No,0.0,No,0.0,0,400006
283,2022,Male,21,2020,1,Yes,Yes,1,1,Online,Yes,Yes,2,Intermediate,100,No,No,No,None,0,Software,Single,Yes,Family,No,0.0,No,0.0,0,70000
284,2022,Male,22,2020,1,Yes,Yes,4,1,Offline,Yes,Yes,2,Basic,100,Yes,Yes,Yes,Programming,2,Software,Single,No,Bachelor,No,6.7,Yes,7.875,11,20000
285,2021,Female,20,2020,3,Yes,Yes,2,2,Online,Yes,Yes,1,Intermediate,90,No,No,Yes,Programming,1,NETWORKING,Single,No,Bachelor,No,7.975,Yes,6.825,24,40000
286,2019,Male,21,2019,3,No,No,2,2,Online,Yes,Yes,1,Basic,88,Yes,Yes,Yes,None,1,Software,Single,No,Bachelor,Yes,5.2749999999999995,Yes,5.324999999999999,25,30000
287,2019,Female,22,2018,11,No,Yes,6,3,Offline,Yes,Yes,2,Basic,98,No,No,No,Programming,2,Machine Learning,Single,No,Family,No,7.75,No,7.675,107,60000
288,2021,Male,21,2020,3,Yes,No,4,2,Offline,Yes,Yes,5,Intermediate,95,No,No,No,Programming,2,Software,Single,Yes,Bachelor,No,8.2,No,7.5,25,70000
289,2022,Female,21,2020,1,Yes,Yes,1,2,Offline,Yes,Yes,2,Basic,100,No,No,No,Programming,0,Software,Single,No,Family,No,7.875,No,7.875,11,35000
290,2022,Male,20,2020,2,Yes,No,5,2,Offline,Yes,Yes,3,Basic,90,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,9.0,No,9.0,14,10000
291,2021,Female,21,2019,3,Yes,No,3,1,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,Web development,2,NETWORKING,Single,No,Bachelor,No,9.375,No,9.25,24,50000
292,2021,Male,20,2020,4,No,No,1,1,Online,Yes,Yes,3,Intermediate,90,No,No,No,Web development,2,Software,Single,Yes,Family,No,9.625,No,9.8,34,40000
